Age,Department,JobRole,OverTime,BusinessTravel,JobSatisfaction,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,Attrition,event,time
38,Research & Development,Research Director,Yes,Travel_Rarely,4,3,11,2,No,0,11
31,Research & Development,Manufacturing Director,Yes,Travel_Rarely,4,2,11,4,No,0,11
29,Sales,Sales Executive,Yes,Travel_Rarely,2,3,7,1,No,0,7
35,Research & Development,Manufacturing Director,No,Travel_Rarely,2,3,16,0,No,0,16
23,Research & Development,Research Scientist,No,Travel_Rarely,4,2,4,0,No,0,4
41,Research & Development,Manufacturing Director,Yes,Travel_Rarely,2,3,5,1,No,0,5
47,Sales,Sales Representative,No,Travel_Frequently,3,3,0,0,No,0,0
42,Research & Development,Research Director,No,Travel_Rarely,4,3,1,0,No,0,1
29,Sales,Sales Executive,No,Non-Travel,3,2,4,0,No,0,4
42,Human Resources,Human Resources,Yes,Travel_Rarely,3,3,3,1,No,0,3
32,Research & Development,Laboratory Technician,No,Travel_Rarely,2,3,8,0,No,0,8
48,Sales,Manager,No,Travel_Rarely,3,1,0,0,No,0,0
37,Research & Development,Research Scientist,Yes,Travel_Rarely,1,3,7,6,No,0,7
30,Sales,Sales Executive,Yes,Non-Travel,3,4,2,2,No,0,2
26,Sales,Sales Executive,No,Travel_Rarely,3,3,8,7,No,0,8
42,Research & Development,Healthcare Representative,No,Travel_Rarely,4,3,1,0,No,0,1
21,Sales,Sales Representative,Yes,Travel_Frequently,2,3,3,1,Yes,1,3
36,Sales,Sales Executive,No,Non-Travel,4,3,1,0,No,0,1
36,Sales,Sales Executive,No,Travel_Frequently,4,3,13,1,No,0,13
57,Research & Development,Healthcare Representative,No,Travel_Rarely,3,3,3,1,No,0,3
40,Research & Development,Laboratory Technician,Yes,Travel_Rarely,3,3,7,1,No,0,7
21,Sales,Sales Representative,No,Non-Travel,4,2,3,2,No,0,3
33,Sales,Sales Representative,Yes,Travel_Rarely,3,3,1,0,Yes,1,1
37,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,5,0,No,0,5
46,Research & Development,Manufacturing Director,No,Non-Travel,3,4,1,0,No,0,1
41,Sales,Sales Executive,No,Travel_Frequently,2,3,8,7,Yes,1,8
50,Research & Development,Healthcare Representative,No,Travel_Rarely,4,3,4,1,No,0,4
40,Sales,Sales Executive,Yes,Travel_Rarely,3,3,6,1,Yes,1,6
31,Research & Development,Research Scientist,Yes,Travel_Rarely,2,3,2,2,No,0,2
21,Sales,Sales Representative,No,Travel_Rarely,2,3,1,0,Yes,1,1
29,Research & Development,Research Scientist,No,Travel_Rarely,4,3,3,1,No,0,3
35,Research & Development,Healthcare Representative,No,Travel_Rarely,2,3,1,0,No,0,1
27,Research & Development,Laboratory Technician,No,Travel_Rarely,2,3,5,0,No,0,5
28,Sales,Sales Executive,No,Travel_Rarely,4,3,7,0,No,0,7
49,Research & Development,Healthcare Representative,No,Travel_Rarely,3,3,5,0,No,0,5
51,Sales,Sales Executive,No,Travel_Rarely,4,2,7,0,No,0,7
36,Research & Development,Research Scientist,No,Travel_Rarely,3,3,2,2,No,0,2
34,Sales,Sales Executive,Yes,Non-Travel,4,2,5,0,Yes,1,5
55,Research & Development,Manager,Yes,Travel_Rarely,4,3,5,1,No,0,5
24,Sales,Sales Executive,Yes,Travel_Rarely,3,4,5,0,No,0,5
30,Sales,Sales Representative,No,Travel_Rarely,2,3,1,0,No,0,1
26,Research & Development,Research Scientist,No,Travel_Frequently,1,3,6,0,Yes,1,6
22,Research & Development,Research Scientist,No,Travel_Rarely,2,3,2,1,No,0,2
36,Sales,Sales Executive,No,Travel_Rarely,3,3,10,9,No,0,10
30,Research & Development,Research Scientist,Yes,Travel_Frequently,4,3,1,0,Yes,1,1
37,Research & Development,Laboratory Technician,No,Travel_Rarely,1,2,18,12,No,0,18
40,Sales,Sales Executive,No,Travel_Rarely,2,3,5,1,No,0,5
42,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,5,1,No,0,5
37,Research & Development,Manufacturing Director,Yes,Travel_Rarely,2,2,1,0,No,0,1
43,Research & Development,Research Director,No,Travel_Rarely,2,3,25,3,No,0,25
40,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,1,0,No,0,1
54,Research & Development,Research Director,No,Travel_Rarely,1,2,4,1,No,0,4
34,Sales,Sales Executive,No,Non-Travel,3,3,3,1,No,0,3
31,Research & Development,Manufacturing Director,No,Travel_Rarely,1,1,13,3,No,0,13
43,Research & Development,Laboratory Technician,No,Travel_Frequently,4,3,3,1,No,0,3
43,Research & Development,Healthcare Representative,Yes,Travel_Rarely,3,3,5,0,No,0,5
25,Sales,Sales Executive,Yes,Travel_Rarely,4,3,5,1,No,0,5
37,Research & Development,Research Scientist,Yes,Non-Travel,3,3,13,10,No,0,13
31,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,4,3,No,0,4
39,Research & Development,Manager,Yes,Travel_Frequently,3,3,21,1,No,0,21
56,Sales,Sales Executive,No,Travel_Frequently,1,2,7,7,No,0,7
30,Sales,Sales Executive,No,Travel_Rarely,3,3,5,4,No,0,5
41,Sales,Sales Executive,No,Travel_Rarely,1,3,10,0,No,0,10
28,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,10,1,No,0,10
25,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,2,0,Yes,1,2
52,Research & Development,Manufacturing Director,Yes,Travel_Rarely,3,3,5,0,No,0,5
45,Research & Development,Research Scientist,No,Travel_Rarely,4,2,2,0,No,0,2
52,Research & Development,Manager,No,Travel_Rarely,4,1,5,1,No,0,5
42,Research & Development,Research Scientist,No,Travel_Frequently,3,3,5,0,No,0,5
30,Research & Development,Manufacturing Director,No,Travel_Rarely,4,3,5,0,No,0,5
60,Research & Development,Manager,No,Travel_Rarely,1,1,29,11,No,0,29
46,Research & Development,Manufacturing Director,No,Travel_Rarely,3,2,10,0,No,0,10
42,Research & Development,Healthcare Representative,No,Travel_Frequently,4,4,6,0,No,0,6
24,Sales,Sales Representative,Yes,Travel_Rarely,2,3,5,1,Yes,1,5
34,Sales,Sales Representative,No,Travel_Frequently,3,2,2,1,Yes,1,2
38,Research & Development,Laboratory Technician,Yes,Travel_Frequently,4,3,1,0,No,0,1
40,Sales,Manager,No,Travel_Rarely,3,3,20,1,No,0,20
26,Research & Development,Research Scientist,No,Travel_Rarely,4,1,3,0,No,0,3
30,Research & Development,Laboratory Technician,No,Non-Travel,4,1,5,1,No,0,5
29,Research & Development,Research Director,No,Travel_Rarely,3,3,10,0,No,0,10
29,Research & Development,Research Scientist,No,Travel_Rarely,2,4,2,1,Yes,1,2
19,Human Resources,Human Resources,No,Travel_Rarely,4,4,1,0,Yes,1,1
30,Sales,Sales Executive,No,Non-Travel,1,3,9,7,No,0,9
57,Sales,Manager,No,Travel_Rarely,4,2,1,0,No,0,1
50,Research & Development,Manager,No,Travel_Rarely,3,3,27,15,No,0,27
30,Research & Development,Laboratory Technician,No,Non-Travel,4,2,11,6,No,0,11
60,Sales,Sales Executive,No,Travel_Frequently,1,4,18,13,No,0,18
47,Research & Development,Manufacturing Director,No,Travel_Rarely,4,3,5,0,No,0,5
46,Research & Development,Research Director,No,Travel_Rarely,3,1,3,0,No,0,3
35,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,5,4,No,0,5
54,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,1,0,No,0,1
34,Research & Development,Research Scientist,No,Travel_Rarely,3,3,7,5,No,0,7
46,Sales,Sales Executive,Yes,Travel_Rarely,4,3,3,1,No,0,3
31,Research & Development,Manufacturing Director,No,Travel_Rarely,2,4,13,0,No,0,13
33,Research & Development,Manager,Yes,Travel_Rarely,3,4,7,7,Yes,1,7
33,Research & Development,Laboratory Technician,No,Travel_Rarely,4,3,4,1,Yes,1,4
30,Sales,Sales Representative,No,Travel_Rarely,2,3,3,1,No,0,3
35,Research & Development,Healthcare Representative,Yes,Travel_Rarely,3,3,8,0,No,0,8
31,Research & Development,Healthcare Representative,No,Travel_Frequently,3,3,1,0,Yes,1,1
34,Human Resources,Human Resources,Yes,Travel_Frequently,1,3,3,0,Yes,1,3
42,Research & Development,Laboratory Technician,No,Travel_Frequently,3,3,2,2,No,0,2
36,Sales,Sales Executive,No,Non-Travel,4,2,10,9,No,0,10
22,Research & Development,Laboratory Technician,No,Travel_Frequently,3,3,2,1,Yes,1,2
48,Sales,Sales Executive,No,Travel_Rarely,4,3,9,6,No,0,9
55,Sales,Manager,No,Travel_Rarely,2,3,10,7,No,0,10
41,Sales,Sales Executive,No,Non-Travel,4,3,14,1,No,0,14
35,Sales,Sales Executive,No,Travel_Rarely,3,3,11,6,No,0,11
40,Research & Development,Manufacturing Director,No,Travel_Rarely,3,3,20,5,No,0,20
39,Research & Development,Laboratory Technician,No,Travel_Frequently,3,3,8,0,No,0,8
31,Sales,Sales Executive,Yes,Travel_Rarely,4,4,6,0,No,0,6
42,Research & Development,Manufacturing Director,Yes,Travel_Rarely,1,2,10,5,No,0,10
45,Sales,Sales Executive,No,Travel_Rarely,2,4,8,3,No,0,8
26,Human Resources,Human Resources,Yes,Travel_Frequently,3,2,7,1,Yes,1,7
29,Research & Development,Manufacturing Director,No,Travel_Rarely,4,4,3,1,No,0,3
33,Research & Development,Research Director,No,Travel_Rarely,3,3,6,0,No,0,6
31,Sales,Manager,No,Travel_Rarely,4,2,5,0,No,0,5
18,Sales,Sales Representative,Yes,Travel_Frequently,2,3,0,0,Yes,1,0
40,Sales,Sales Executive,No,Non-Travel,1,3,1,0,No,0,1
41,Research & Development,Healthcare Representative,Yes,Non-Travel,3,3,8,0,No,0,8
26,Sales,Sales Executive,No,Travel_Rarely,3,3,0,0,No,0,0
35,Sales,Sales Executive,No,Travel_Rarely,3,3,5,0,No,0,5
34,Sales,Sales Executive,No,Travel_Rarely,4,3,10,5,No,0,10
26,Research & Development,Laboratory Technician,Yes,Travel_Rarely,4,1,1,0,Yes,1,1
37,Research & Development,Manufacturing Director,No,Travel_Rarely,4,4,6,1,No,0,6
46,Research & Development,Healthcare Representative,No,Travel_Frequently,3,2,2,1,No,0,2
41,Sales,Manager,No,Travel_Rarely,1,3,18,11,No,0,18
37,Sales,Sales Executive,No,Non-Travel,2,3,9,7,No,0,9
52,Research & Development,Research Scientist,Yes,Travel_Rarely,1,3,10,6,No,0,10
32,Sales,Sales Executive,No,Non-Travel,3,3,4,1,Yes,1,4
24,Sales,Sales Representative,No,Travel_Frequently,4,3,2,2,No,0,2
38,Research & Development,Healthcare Representative,No,Travel_Rarely,3,3,1,0,No,0,1
37,Research & Development,Manufacturing Director,No,Travel_Rarely,2,2,6,4,No,0,6
49,Research & Development,Research Director,Yes,Travel_Rarely,3,3,31,0,No,0,31
24,Research & Development,Research Scientist,Yes,Travel_Rarely,4,3,6,1,No,0,6
26,Sales,Sales Executive,No,Travel_Rarely,2,4,5,1,No,0,5
24,Research & Development,Laboratory Technician,No,Travel_Rarely,2,3,1,0,No,0,1
50,Human Resources,Manager,No,Travel_Frequently,2,3,32,10,No,0,32
25,Sales,Sales Representative,No,Travel_Rarely,3,3,7,0,No,0,7
24,Research & Development,Laboratory Technician,Yes,Travel_Frequently,3,3,6,1,Yes,1,6
30,Sales,Sales Representative,No,Travel_Frequently,1,4,1,0,Yes,1,1
34,Research & Development,Research Scientist,Yes,Travel_Rarely,4,3,6,1,No,0,6
31,Sales,Sales Executive,No,Travel_Rarely,1,1,3,1,Yes,1,3
35,Research & Development,Laboratory Technician,No,Travel_Rarely,4,3,3,0,No,0,3
31,Sales,Sales Executive,No,Travel_Rarely,4,4,7,5,No,0,7
27,Research & Development,Research Scientist,No,Travel_Rarely,3,2,5,0,No,0,5
37,Sales,Sales Executive,Yes,Travel_Rarely,3,2,3,1,No,0,3
20,Research & Development,Research Scientist,No,Travel_Rarely,2,4,1,0,No,0,1
42,Research & Development,Healthcare Representative,No,Travel_Rarely,4,3,10,2,No,0,10
43,Research & Development,Research Director,Yes,Travel_Rarely,4,2,1,0,No,0,1
38,Research & Development,Research Scientist,No,Travel_Rarely,1,2,0,0,No,0,0
43,Research & Development,Laboratory Technician,Yes,Travel_Frequently,3,3,8,4,No,0,8
48,Research & Development,Manager,No,Travel_Rarely,1,1,3,0,No,0,3
44,Human Resources,Human Resources,No,Travel_Rarely,3,4,2,0,No,0,2
34,Sales,Sales Representative,Yes,Travel_Rarely,3,3,8,0,No,0,8
27,Sales,Sales Representative,No,Travel_Rarely,1,3,4,0,Yes,1,4
21,Sales,Sales Representative,No,Travel_Rarely,3,3,3,1,No,0,3
44,Research & Development,Manager,Yes,Travel_Rarely,4,4,2,0,No,0,2
22,Research & Development,Research Scientist,No,Travel_Rarely,3,3,2,2,No,0,2
33,Sales,Sales Executive,No,Travel_Rarely,3,3,5,1,No,0,5
32,Research & Development,Research Scientist,Yes,Travel_Rarely,4,2,6,0,No,0,6
30,Research & Development,Research Scientist,No,Travel_Frequently,3,3,1,0,No,0,1
53,Sales,Sales Executive,No,Travel_Rarely,1,4,14,8,No,0,14
34,Research & Development,Research Scientist,No,Travel_Rarely,4,2,10,8,No,0,10
45,Sales,Sales Executive,No,Travel_Frequently,1,3,1,0,Yes,1,1
26,Research & Development,Laboratory Technician,Yes,Travel_Rarely,4,3,3,0,No,0,3
37,Research & Development,Manufacturing Director,No,Travel_Rarely,3,3,10,7,No,0,10
29,Sales,Sales Executive,No,Travel_Rarely,3,2,6,1,No,0,6
35,Research & Development,Research Scientist,No,Travel_Rarely,4,3,17,11,No,0,17
33,Research & Development,Healthcare Representative,No,Travel_Frequently,4,1,13,4,No,0,13
54,Human Resources,Human Resources,No,Travel_Rarely,2,4,9,7,No,0,9
36,Research & Development,Manufacturing Director,Yes,Travel_Rarely,2,3,3,0,No,0,3
27,Research & Development,Research Scientist,No,Travel_Rarely,4,3,4,1,No,0,4
20,Research & Development,Research Scientist,Yes,Travel_Rarely,3,3,1,1,Yes,1,1
33,Research & Development,Research Scientist,Yes,Travel_Frequently,1,3,10,9,Yes,1,10
35,Research & Development,Laboratory Technician,No,Non-Travel,3,3,1,0,No,0,1
23,Research & Development,Research Scientist,No,Travel_Rarely,1,4,3,0,No,0,3
25,Sales,Sales Executive,No,Travel_Rarely,2,3,3,1,No,0,3
38,Sales,Sales Executive,No,Travel_Rarely,4,3,7,0,No,0,7
29,Research & Development,Research Scientist,No,Travel_Frequently,4,3,10,2,No,0,10
48,Sales,Sales Executive,No,Travel_Rarely,2,3,2,2,No,0,2
27,Sales,Sales Executive,Yes,Travel_Frequently,4,3,6,0,No,0,6
37,Research & Development,Research Scientist,No,Travel_Rarely,4,3,1,0,No,0,1
50,Research & Development,Laboratory Technician,Yes,Travel_Rarely,3,3,20,3,No,0,20
34,Research & Development,Healthcare Representative,No,Travel_Rarely,2,4,8,7,No,0,8
24,Sales,Sales Executive,No,Travel_Rarely,3,3,2,2,Yes,1,2
39,Research & Development,Healthcare Representative,No,Travel_Rarely,3,3,20,11,No,0,20
32,Sales,Sales Executive,No,Travel_Rarely,4,2,10,0,No,0,10
50,Sales,Sales Executive,Yes,Travel_Frequently,3,3,4,1,Yes,1,4
38,Research & Development,Healthcare Representative,No,Travel_Rarely,4,2,9,1,No,0,9
27,Research & Development,Manufacturing Director,No,Travel_Rarely,1,3,9,0,No,0,9
32,Research & Development,Research Director,No,Travel_Rarely,4,3,7,7,No,0,7
47,Sales,Sales Executive,No,Travel_Rarely,1,3,7,1,No,0,7
40,Sales,Sales Executive,Yes,Travel_Frequently,1,3,18,1,No,0,18
53,Research & Development,Research Director,No,Travel_Rarely,3,3,5,1,No,0,5
41,Human Resources,Manager,No,Travel_Rarely,4,2,21,12,No,0,21
60,Sales,Sales Executive,No,Travel_Rarely,1,3,2,2,No,0,2
27,Research & Development,Manufacturing Director,No,Travel_Frequently,1,2,9,1,No,0,9
41,Human Resources,Manager,No,Travel_Rarely,3,3,22,2,No,0,22
50,Sales,Sales Representative,No,Travel_Rarely,2,3,2,2,No,0,2
28,Research & Development,Research Scientist,Yes,Travel_Rarely,2,3,7,3,Yes,1,7
36,Research & Development,Research Director,No,Non-Travel,1,3,8,0,No,0,8
38,Research & Development,Manufacturing Director,Yes,Travel_Rarely,3,4,1,0,No,0,1
44,Research & Development,Laboratory Technician,No,Non-Travel,3,3,5,1,No,0,5
47,Sales,Sales Executive,Yes,Travel_Frequently,3,2,22,11,No,0,22
30,Sales,Sales Executive,No,Travel_Rarely,4,2,8,7,No,0,8
29,Sales,Sales Representative,No,Travel_Rarely,3,3,1,0,No,0,1
42,Research & Development,Research Scientist,Yes,Travel_Frequently,3,3,2,2,Yes,1,2
43,Sales,Sales Executive,No,Travel_Frequently,4,3,2,2,No,0,2
34,Research & Development,Healthcare Representative,No,Travel_Rarely,3,3,5,4,No,0,5
23,Research & Development,Laboratory Technician,No,Travel_Rarely,1,4,4,0,No,0,4
39,Human Resources,Human Resources,No,Travel_Rarely,2,1,8,3,No,0,8
56,Research & Development,Healthcare Representative,No,Travel_Rarely,4,2,10,1,No,0,10
40,Research & Development,Research Scientist,Yes,Travel_Rarely,4,2,4,2,No,0,4
27,Research & Development,Healthcare Representative,No,Travel_Rarely,1,1,7,0,No,0,7
29,Sales,Sales Representative,No,Travel_Rarely,2,3,2,2,No,0,2
53,Research & Development,Laboratory Technician,No,Travel_Rarely,4,3,2,2,No,0,2
35,Research & Development,Healthcare Representative,No,Non-Travel,1,4,1,0,No,0,1
32,Research & Development,Laboratory Technician,No,Travel_Frequently,4,3,10,4,No,0,10
38,Research & Development,Research Scientist,Yes,Travel_Rarely,3,1,1,0,No,0,1
34,Research & Development,Manufacturing Director,No,Travel_Rarely,1,3,0,0,No,0,0
52,Sales,Manager,No,Travel_Rarely,1,4,34,1,No,0,34
33,Research & Development,Research Scientist,Yes,Travel_Rarely,4,2,10,7,Yes,1,10
25,Sales,Sales Executive,No,Travel_Rarely,4,2,6,1,No,0,6
45,Sales,Sales Representative,No,Travel_Rarely,3,3,8,3,No,0,8
23,Research & Development,Research Scientist,No,Travel_Rarely,3,3,2,0,No,0,2
47,Sales,Sales Executive,Yes,Travel_Frequently,3,3,5,1,Yes,1,5
34,Sales,Sales Executive,No,Travel_Rarely,4,3,6,1,No,0,6
55,Research & Development,Manager,Yes,Travel_Rarely,1,3,5,1,Yes,1,5
36,Sales,Sales Executive,No,Non-Travel,1,3,10,0,No,0,10
52,Research & Development,Research Scientist,No,Non-Travel,4,3,4,1,No,0,4
26,Research & Development,Laboratory Technician,No,Travel_Frequently,4,3,2,2,No,0,2
29,Research & Development,Healthcare Representative,No,Travel_Rarely,3,2,8,1,No,0,8
26,Sales,Sales Executive,No,Travel_Rarely,1,2,4,1,Yes,1,4
34,Research & Development,Research Scientist,No,Travel_Rarely,4,3,4,1,No,0,4
54,Research & Development,Manufacturing Director,Yes,Travel_Rarely,1,3,5,1,No,0,5
27,Sales,Sales Executive,No,Travel_Frequently,4,3,4,1,No,0,4
37,Research & Development,Research Scientist,Yes,Travel_Rarely,1,2,5,4,No,0,5
38,Research & Development,Manufacturing Director,Yes,Travel_Frequently,1,3,15,4,No,0,15
34,Research & Development,Research Scientist,No,Travel_Rarely,1,3,6,1,No,0,6
35,Sales,Sales Representative,No,Travel_Rarely,4,2,3,0,No,0,3
30,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,2,0,No,0,2
40,Research & Development,Healthcare Representative,No,Travel_Frequently,2,3,8,3,No,0,8
34,Sales,Sales Executive,No,Travel_Rarely,1,3,3,1,No,0,3
42,Research & Development,Manager,No,Travel_Frequently,4,2,24,14,No,0,24
23,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1,3,0,0,Yes,1,0
24,Research & Development,Laboratory Technician,No,Non-Travel,2,3,1,0,No,0,1
52,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,5,1,No,0,5
50,Research & Development,Research Director,No,Travel_Rarely,3,3,4,0,No,0,4
29,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1,3,1,0,Yes,1,1
33,Research & Development,Research Director,No,Travel_Rarely,3,4,13,3,No,0,13
33,Sales,Sales Executive,No,Travel_Rarely,1,3,3,0,Yes,1,3
47,Research & Development,Manager,Yes,Travel_Rarely,4,2,26,3,No,0,26
36,Research & Development,Manufacturing Director,No,Travel_Rarely,2,3,9,0,No,0,9
29,Research & Development,Research Scientist,No,Travel_Rarely,3,3,10,0,No,0,10
58,Research & Development,Research Director,Yes,Travel_Rarely,2,3,31,13,Yes,1,31
35,Research & Development,Research Scientist,No,Travel_Rarely,3,3,2,2,No,0,2
42,Research & Development,Manufacturing Director,Yes,Travel_Rarely,4,3,4,0,No,0,4
28,Research & Development,Research Scientist,No,Travel_Rarely,3,2,2,2,Yes,1,2
36,Human Resources,Human Resources,No,Travel_Rarely,2,3,5,0,No,0,5
32,Research & Development,Manufacturing Director,No,Travel_Rarely,3,3,14,6,No,0,14
40,Research & Development,Laboratory Technician,No,Travel_Frequently,3,3,1,0,No,0,1
30,Research & Development,Manufacturing Director,Yes,Travel_Rarely,4,2,0,0,No,0,0
45,Research & Development,Research Scientist,No,Travel_Rarely,3,3,1,0,No,0,1
42,Research & Development,Manufacturing Director,No,Travel_Rarely,2,2,9,7,No,0,9
38,Research & Development,Healthcare Representative,No,Travel_Frequently,1,2,4,1,No,0,4
34,Research & Development,Research Scientist,No,Travel_Frequently,4,3,5,1,No,0,5
49,Sales,Sales Executive,No,Travel_Rarely,4,4,9,7,Yes,1,9
55,Sales,Sales Executive,No,Travel_Rarely,4,2,9,7,Yes,1,9
43,Research & Development,Research Director,No,Travel_Rarely,1,3,4,1,No,0,4
27,Research & Development,Research Director,Yes,Travel_Rarely,4,3,9,0,No,0,9
35,Research & Development,Manufacturing Director,No,Travel_Rarely,3,4,8,1,No,0,8
28,Sales,Sales Executive,Yes,Travel_Rarely,2,3,8,7,No,0,8
34,Human Resources,Human Resources,No,Travel_Rarely,4,1,3,0,No,0,3
26,Research & Development,Research Scientist,Yes,Travel_Frequently,3,3,8,1,Yes,1,8
27,Research & Development,Research Scientist,No,Non-Travel,4,2,0,0,No,0,0
51,Sales,Manager,No,Travel_Rarely,3,2,20,4,No,0,20
44,Research & Development,Healthcare Representative,No,Travel_Rarely,2,2,5,2,No,0,5
25,Research & Development,Research Scientist,No,Travel_Rarely,1,2,4,0,No,0,4
33,Sales,Sales Executive,No,Travel_Rarely,1,3,9,0,No,0,9
35,Research & Development,Research Scientist,No,Travel_Rarely,1,2,6,1,No,0,6
36,Sales,Sales Executive,Yes,Travel_Rarely,4,2,18,4,No,0,18
32,Sales,Sales Executive,No,Travel_Rarely,4,2,5,0,No,0,5
30,Research & Development,Research Scientist,No,Travel_Frequently,4,2,5,0,No,0,5
53,Sales,Sales Executive,Yes,Travel_Rarely,4,3,5,0,No,0,5
45,Sales,Sales Executive,Yes,Travel_Rarely,1,3,5,0,No,0,5
32,Research & Development,Research Scientist,No,Travel_Rarely,3,2,5,1,No,0,5
52,Research & Development,Manufacturing Director,No,Travel_Frequently,4,3,9,0,No,0,9
37,Sales,Sales Executive,No,Travel_Rarely,3,3,1,0,No,0,1
28,Human Resources,Human Resources,No,Travel_Rarely,4,3,5,0,No,0,5
22,Research & Development,Manufacturing Director,No,Travel_Rarely,4,1,2,2,No,0,2
44,Research & Development,Laboratory Technician,Yes,Travel_Rarely,4,2,3,0,No,0,3
42,Research & Development,Research Scientist,Yes,Travel_Frequently,4,3,2,2,No,0,2
36,Human Resources,Human Resources,No,Travel_Rarely,1,3,5,0,No,0,5
25,Sales,Sales Executive,Yes,Travel_Rarely,1,3,5,0,No,0,5
35,Research & Development,Manufacturing Director,Yes,Travel_Rarely,3,3,17,5,No,0,17
35,Research & Development,Research Scientist,Yes,Travel_Frequently,2,2,10,7,Yes,1,10
32,Research & Development,Laboratory Technician,No,Non-Travel,4,3,3,0,No,0,3
25,Sales,Sales Executive,No,Travel_Rarely,1,4,5,0,No,0,5
49,Research & Development,Research Scientist,No,Travel_Rarely,1,3,4,0,No,0,4
24,Research & Development,Laboratory Technician,No,Non-Travel,4,2,5,3,No,0,5
32,Sales,Sales Executive,No,Travel_Frequently,2,3,10,5,No,0,10
38,Sales,Sales Representative,No,Travel_Rarely,2,3,2,1,No,0,2
42,Research & Development,Laboratory Technician,Yes,Travel_Rarely,4,2,5,1,No,0,5
31,Research & Development,Research Scientist,Yes,Travel_Rarely,4,3,6,0,No,0,6
29,Sales,Sales Representative,Yes,Travel_Rarely,3,3,3,0,Yes,1,3
53,Sales,Sales Executive,No,Travel_Rarely,4,3,2,2,No,0,2
35,Research & Development,Manufacturing Director,No,Travel_Rarely,2,3,13,4,No,0,13
37,Sales,Sales Representative,No,Travel_Frequently,4,3,5,0,No,0,5
53,Research & Development,Research Director,No,Travel_Rarely,4,3,12,3,No,0,12
43,Research & Development,Healthcare Representative,No,Travel_Frequently,4,2,5,2,No,0,5
47,Sales,Sales Executive,Yes,Travel_Rarely,4,3,7,7,No,0,7
37,Sales,Sales Executive,Yes,Non-Travel,2,3,10,0,No,0,10
50,Research & Development,Manager,No,Non-Travel,1,3,31,14,No,0,31
39,Human Resources,Human Resources,No,Travel_Rarely,4,3,5,0,No,0,5
33,Human Resources,Human Resources,Yes,Travel_Rarely,2,4,4,0,No,0,4
32,Research & Development,Laboratory Technician,Yes,Travel_Rarely,4,1,1,0,Yes,1,1
29,Research & Development,Laboratory Technician,No,Travel_Rarely,4,3,4,0,No,0,4
44,Research & Development,Research Scientist,Yes,Travel_Rarely,1,3,8,7,No,0,8
28,Sales,Sales Executive,No,Travel_Rarely,4,3,4,0,No,0,4
58,Research & Development,Laboratory Technician,Yes,Travel_Frequently,4,2,1,0,Yes,1,1
43,Research & Development,Manufacturing Director,No,Travel_Rarely,2,4,1,0,No,0,1
20,Sales,Sales Representative,No,Travel_Rarely,3,2,2,0,Yes,1,2
21,Research & Development,Research Scientist,No,Travel_Rarely,4,2,1,0,Yes,1,1
36,Research & Development,Healthcare Representative,Yes,Travel_Rarely,4,2,16,4,No,0,16
47,Sales,Sales Representative,Yes,Travel_Rarely,4,2,3,1,No,0,3
22,Research & Development,Manufacturing Director,Yes,Travel_Rarely,3,4,3,0,Yes,1,3
41,Research & Development,Laboratory Technician,Yes,Travel_Rarely,4,2,7,1,Yes,1,7
28,Research & Development,Research Scientist,No,Travel_Rarely,3,3,2,2,No,0,2
39,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1,1,2,2,Yes,1,2
27,Research & Development,Research Scientist,No,Travel_Rarely,3,3,1,0,No,0,1
34,Research & Development,Laboratory Technician,No,Travel_Rarely,2,3,1,1,No,0,1
42,Sales,Sales Executive,No,Travel_Rarely,3,3,5,0,No,0,5
33,Research & Development,Research Scientist,Yes,Travel_Rarely,1,3,3,0,No,0,3
58,Research & Development,Healthcare Representative,Yes,Travel_Rarely,2,3,6,0,No,0,6
31,Sales,Sales Representative,No,Travel_Rarely,3,4,7,5,No,0,7
35,Research & Development,Healthcare Representative,Yes,Travel_Rarely,4,1,10,0,No,0,10
49,Research & Development,Laboratory Technician,No,Travel_Rarely,2,2,26,1,No,0,26
48,Research & Development,Research Scientist,No,Travel_Rarely,3,2,0,0,No,0,0
31,Sales,Sales Executive,No,Non-Travel,3,2,9,0,No,0,9
36,Research & Development,Research Scientist,No,Travel_Rarely,4,3,6,0,No,0,6
38,Research & Development,Research Director,No,Travel_Rarely,1,3,15,5,No,0,15
32,Research & Development,Laboratory Technician,No,Non-Travel,2,3,3,0,No,0,3
25,Sales,Sales Representative,Yes,Travel_Rarely,2,3,1,0,Yes,1,1
40,Sales,Sales Executive,No,Travel_Rarely,2,2,1,0,No,0,1
26,Sales,Sales Executive,No,Travel_Frequently,1,3,7,0,No,0,7
